,storename,address,loncationdetail,lon,lat,city,province,district,township,geometry
296,唐山振华店,河北省唐山市路北区新华西道北侧，大里路东侧47号5楼A01号,"118.150289,39.664189",118.150289,39.664189,唐山市,河北省,路北区,翔云道街道,POINT (118.150289 39.664189)
297,上海盈嘉生活广场店,上海市曹安公路1688上海盈嘉生活广场1F-14号,"121.364372,31.254123",121.364372,31.254123,上海市,上海市,嘉定区,真新街道,POINT (121.364372 31.254123)
298,徐州苏宁广场店,鼓楼区淮海东路29号徐州苏宁广场地下一层第B101、B102号。,"117.188473,34.265601",117.188473,34.265601,徐州市,江苏省,鼓楼区,黄楼街道,POINT (117.188473 34.265601)
299,上海浦东南路店,上海市浦东新区浦东南路1085号华申大厦1层5室,"121.516755,31.229418",121.516755,31.229418,上海市,上海市,浦东新区,陆家嘴街道,POINT (121.516755 31.229418)
300,厦门火车站世贸,厦门市厦禾路878-888号厦门世界贸易中心二期2F-1,"118.113474,24.467739",118.113474,24.467739,厦门市,福建省,思明区,梧村街道,POINT (118.113474 24.467739)
301,上海台南西路,上海市浦东新区台南路47号,"121.544379,31.221517",121.544379,31.221517,上海市,上海市,浦东新区,花木街道,POINT (121.544379 31.221517)
302,长春吉林大学店,长春市朝阳区吉林大学前卫南区日新楼1层,"125.276810,43.821260",125.27681,43.82126,长春市,吉林省,朝阳区,双德乡,POINT (125.27681 43.82126)
303,宁波水街店,宁波水街店鄞州区首南街道水街40、41号内4103室。,"121.547028,29.808090",121.547028,29.80809,宁波市,浙江省,鄞州区,首南街道,POINT (121.547028 29.80809)
304,深圳大梅沙奥莱店,深圳市盐田区大梅沙怀渡街2-121、2-124、2-125大梅沙奥特莱斯购物中心一期6栋L1号,"114.308071,22.596820",114.308071,22.59682,深圳市,广东省,盐田区,梅沙街道,POINT (114.308071 22.59682)
305,上海古方路店,上海市闵行区沪闵路7398号109、110室,"121.401348,31.133280",121.401348,31.13328,上海市,上海市,闵行区,梅陇镇,POINT (121.401348 31.13328)
306,北京世界城店,北京市朝阳区金汇路8-9号世界城商业街E座1楼101号120商铺,"116.452359,39.917584",116.452359,39.917584,北京市,北京市,朝阳区,呼家楼街道,POINT (116.452359 39.917584)
307,宝山正大乐城,上海市宝山区陆翔路111弄正大乐城购物中心1层1F-026号商铺。,"121.371309,31.344416",121.371309,31.344416,上海市,上海市,宝山区,顾村镇,POINT (121.371309 31.344416)
308,西安兵马俑店,陕西省西安市临潼区秦陵北路返还区F6号楼102,"109.228184,34.379180",109.228184,34.37918,西安市,陕西省,临潼区,骊山街道,POINT (109.228184 34.37918)
309,太原蓝山万科,太原市和平南路205-1号万科蓝山N-1#1021号,"112.505948,37.825202",112.505948,37.825202,太原市,山西省,万柏林区,小井峪街道,POINT (112.505948 37.825202)
310,呼市巨海邻里荟,呼和浩特市赛罕区鄂尔多斯东街17-4号巨海城八区一楼F1016,"111.742890,40.808600",111.74289,40.8086,呼和浩特市,内蒙古自治区,赛罕区,中专路街道,POINT (111.74289 40.8086)
311,上海乐嗨新天地,上海市闵行区江文路85号、89号,"121.537069,31.060971",121.537069,31.060971,上海市,上海市,闵行区,浦江镇,POINT (121.537069 31.060971)
312,上海青浦吾悦广场,上海市青浦区286弄6号吾悦广场1F-015、淀山湖大道218号2F-015&216,"121.095006,31.144431",121.095006,31.144431,上海市,上海市,青浦区,盈浦街道,POINT (121.095006 31.144431)
313,北京万紫汇,北京市朝阳区酒仙桥路 星城国际大厦1F,"116.490857,39.979579",116.490857,39.979579,北京市,北京市,朝阳区,酒仙桥街道,POINT (116.490857 39.979579)
314,中融信托大厦餐厅,北京市西城区菜市口大街1号院中融信托大厦一层汉堡王,"116.373402,39.887117",116.373402,39.887117,北京市,北京市,西城区,牛街街道,POINT (116.373402 39.887117)
315,石榴中心餐厅,北京市丰台区榴乡路88号院19号楼1层101、102,"116.422994,39.841365",116.422994,39.841365,北京市,北京市,丰台区,大红门街道,POINT (116.422994 39.841365)
316,南翔五彩城,嘉定区南翔镇宝翔路801号一层119号商铺,"121.317433,31.311508",121.317433,31.311508,上海市,上海市,嘉定区,南翔镇,POINT (121.317433 31.311508)
317,余姚舜大财富广场店,城区南河沿路33号余姚舜大财富广场B楼B1F - 001、B1F - 002号商铺。,"115.365029,22.778699",115.365029,22.778699,汕尾市,广东省,城区,香洲街道,POINT (115.365029 22.778699)
318,哈尔滨百盛餐厅,哈尔滨东直路118号百盛购物广场负一层,"126.676432,45.783929",126.676432,45.783929,哈尔滨市,黑龙江省,道外区,黎华街道,POINT (126.676432 45.783929)
319,上海陆家嘴世纪大都会,上海浦东新区新福山路312号地下1层09单元,"121.527943,31.229340",121.527943,31.22934,上海市,上海市,浦东新区,潍坊新村街道,POINT (121.527943 31.22934)
320,伊宁新茂业餐厅,新疆伊宁市开发区山东路219号新茂业国际购物中心一楼01号,"81.277769,43.924453",81.277769,43.924453,伊犁哈萨克自治州,新疆维吾尔自治区,伊宁市,伊宁市边境经济合作区,POINT (81.27776900000001 43.924453)
321,上海天山路,上海市长宁区天山路341号缤谷广场第3幢113、114单元,"121.386037,31.214691",121.386037,31.214691,上海市,上海市,长宁区,仙霞新村街道,POINT (121.386037 31.214691)
322,哈尔滨永泰餐厅,哈尔滨市香福路52号永泰城购物中心一层,"126.760089,45.717603",126.760089,45.717603,哈尔滨市,黑龙江省,香坊区,香坊实验农场,POINT (126.760089 45.717603)
323,北京西红门宜家,北京市大兴区宏业路荟聚购物中心3F-6-30-70-R,"116.327697,39.788624",116.327697,39.788624,北京市,北京市,大兴区,西红门镇,POINT (116.327697 39.788624)
324,惠州佳兆业,惠州市惠城区江北18号小区6#地块佳兆业中心二期,"114.418822,23.115566",114.418822,23.115566,惠州市,广东省,惠城区,江北街道,POINT (114.418822 23.115566)
325,西安万科创意谷餐厅,西安市曲江新区创意谷文化产业园A区S7号楼LG层18号,"108.984452,34.192485",108.984452,34.192485,西安市,陕西省,雁塔区,大雁塔街道,POINT (108.984452 34.192485)
326,宏帆广场,渭南市朝阳大街与前进路十字西北角宏帆广场一期1#楼A馆一层AZ-L1-1,"109.488951,34.496482",109.488951,34.496482,渭南市,陕西省,临渭区,杜桥街道,POINT (109.488951 34.496482)
327,成都大悦城,成都市武侯区大悦路518号大悦城LG-001号商铺,"104.011279,30.626007",104.011279,30.626007,成都市,四川省,武侯区,簇锦街道,POINT (104.011279 30.626007)
328,湖州爱山广场店,吴兴区爱山广场A2 - D区11号楼。,"120.100464,30.867390",120.100464,30.86739,湖州市,浙江省,吴兴区,爱山街道,POINT (120.100464 30.86739)
329,淮阳天鸿世贸广场,河南省周口市淮阳县羲皇大道和清风路交叉口天鸿世贸广场一层,"114.855287,33.742525",114.855287,33.742525,周口市,河南省,淮阳区,城关回族镇,POINT (114.855287 33.742525)
330,上海嘉定花都荟,上海市嘉定区城中路2 号1 层编号F1F006,"121.253610,31.373730",121.25361,31.37373,上海市,上海市,嘉定区,嘉定工业区,POINT (121.25361 31.37373)
331,郑州曼哈顿商业中心,郑州市金水区曼哈顿广场305号,"113.706851,34.762187",113.706851,34.762187,郑州市,河南省,金水区,未来路街道,POINT (113.706851 34.762187)
332,百大新天地,昆明市东风西路2号百大新天地负一楼01B07-01B13,"102.709208,25.036191",102.709208,25.036191,昆明市,云南省,五华区,护国街道,POINT (102.709208 25.036191)
333,广州合生生活天地店,广州市海珠区昌岗中路188号L1-102/L2-201号商铺,"113.275185,23.088314",113.275185,23.088314,广州市,广东省,海珠区,昌岗街道,POINT (113.275185 23.088314)
334,河源越王大道店,河源市越王大道139号河源市商业中心越王环形街H-L111、H-L112号商铺,"114.718457,23.770827",114.718457,23.770827,河源市,广东省,源城区,东埔街道,POINT (114.718457 23.770827)
335,杭州下沙银泰店,浙江省杭州市经济技术开发区下沙街道海达南路397 号下沙银泰城店，建筑物1 层1C-01 铺位,"120.326516,30.298625",120.326516,30.298625,杭州市,浙江省,江干区,下沙街道,POINT (120.326516 30.298625)
336,酒泉万达店,酒泉市肃州区富康西路1号万达广场一层1035号,"98.486741,39.733358",98.486741,39.733358,酒泉市,甘肃省,肃州区,西峰镇,POINT (98.48674099999999 39.733358)
337,广州白云机场(安检内),广州市花都区广州白云国际机场二号航站区3楼东六指廊E63R01商铺,"113.301186,23.386253",113.301186,23.386253,广州市,广东省,花都区,花东镇,POINT (113.301186 23.386253)
338,西安雁塔,陕西省西安市雁塔区大雁塔北广场1幢10101三层,"108.962816,34.222298",108.962816,34.222298,西安市,陕西省,雁塔区,大雁塔街道,POINT (108.962816 34.222298)
339,湖南长沙万家丽广场,长沙市芙蓉区万家丽路99号万家丽集团国际购物广场地下二层C04、C06号商铺。,"113.031738,28.190300",113.031738,28.1903,长沙市,湖南省,芙蓉区,东屯渡街道,POINT (113.031738 28.1903)
340,北京翠微印象城,北京市海淀区翠微路12号凯德Mall翠微路1层14A,"116.303286,39.912158",116.303286,39.912158,北京市,北京市,海淀区,羊坊店街道,POINT (116.303286 39.912158)
341,杭州余杭和合广场,余杭区东湖南路和合财富中心大厦一号楼1楼012、013号商铺。,"120.308550,30.416670",120.30855,30.41667,杭州市,浙江省,余杭区,南苑街道,POINT (120.30855 30.41667)
342,三河燕郊永旺店,河北省三河市燕郊高新区102国道27号永旺梦乐城河北燕郊,"116.863700,39.949455",116.8637,39.949455,廊坊市,河北省,三河市,燕郊经济技术开发区,POINT (116.8637 39.949455)
343,昆明西山润城店,云南省昆明市西山区润城第二大道商1栋101.102.108号商铺,"102.696143,24.997936",102.696143,24.997936,昆明市,云南省,西山区,前卫街道,POINT (102.696143 24.997936)
344,无锡盛唐乐享城店,无锡北塘区凤宾路新鸿坤商业广场L137-1号商铺。,"120.294620,31.606398",120.29462,31.606398,无锡市,江苏省,梁溪区,黄巷街道,POINT (120.29462 31.606398)
345,合肥高铁南站,安徽省合肥市包河区铁路合肥南站HFN - 3F - 16号商铺,"117.290288,31.798983",117.290288,31.798983,合肥市,安徽省,包河区,常青街道,POINT (117.290288 31.798983)
346,南京钟鼎名悦广场,南京市玄武区孝陵卫街道中山门大街297号钟鼎名悦广场1楼F1-201号商铺,"118.860971,32.035941",118.860971,32.035941,南京市,江苏省,玄武区,孝陵卫街道,POINT (118.860971 32.035941)
347,芜湖华强店,镜湖区长江中路77 - 1华强广场一层F1 - 56/57/58号商铺。,"118.363612,31.340215",118.363612,31.340215,芜湖市,安徽省,镜湖区,滨江公共服务中心,POINT (118.363612 31.340215)
348,青岛阳光大厦,青岛市市南区香港中路61号阳光大厦,"120.398490,36.066496",120.39849,36.066496,青岛市,山东省,市南区,香港中路街道,POINT (120.39849 36.066496)
349,重庆月光之城,重庆市两江新区龙展路60号附1号,"106.564401,29.666648",106.564401,29.666648,重庆市,重庆市,渝北区,鸳鸯街道,POINT (106.564401 29.666648)
350,厦门君尚,厦门君尚广场购物中心一楼10013号,"118.192237,24.476783",118.192237,24.476783,厦门市,福建省,思明区,莲前街道,POINT (118.192237 24.476783)
351,广州荔园新天地,广州市番禺区沙湾镇西环路1508号首层23号,"113.346203,22.919938",113.346203,22.919938,广州市,广东省,番禺区,沙湾镇,POINT (113.346203 22.919938)
352,珠海机场出发层A区店,珠海市三灶镇海澄机场候机大楼主楼（西指廊）二楼隔离区SI009号铺,"113.376646,22.008905",113.376646,22.008905,珠海市,广东省,金湾区,三灶镇,POINT (113.376646 22.008905)
353,昆明砂之船店,昆明市太平新城奥特莱斯大道181号砂之船奥特莱斯购物广场LG层AL-47号商铺,"102.576355,24.919423",102.576355,24.919423,昆明市,云南省,安宁市,太平新城街道,POINT (102.576355 24.919423)
354,沈阳北行,辽宁省沈阳市皇姑区长江街110号(2门),"123.411926,41.828819",123.411926,41.828819,沈阳市,辽宁省,皇姑区,黄河街道,POINT (123.411926 41.828819)
355,常熟金港路（江南印象）,常熟市金港路6号滨江新城江南印象6#楼一单元123-1A、124A、125A、126A、127A、128A,"120.933870,31.743700",120.93387,31.7437,苏州市,江苏省,常熟市,常熟经济技术开发区,POINT (120.93387 31.7437)
356,南京弘阳广场,南京市浦口区大桥北路48号弘阳广场B1馆F1层02-A,"118.725954,32.137826",118.725954,32.137826,南京市,江苏省,浦口区,泰山街道,POINT (118.725954 32.137826)
357,杭州蓝钻天城,拱墅区莫干山路969号蓝钻天成购物中心1楼124、125号及2楼228、229号商铺。,"120.119965,30.308120",120.119965,30.30812,杭州市,浙江省,拱墅区,祥符街道,POINT (120.119965 30.30812)
358,惠州星河COCOGarden店,广东省惠州市惠阳区星河东七路1号星河COCO Garden一楼L1S-001、L1S-002号商铺,"114.484647,22.772446",114.484647,22.772446,惠州市,广东省,惠阳区,大亚湾西区街道,POINT (114.484647 22.772446)
359,昆明西山大悦城餐厅(环城南路),昆明市西山区环城南路 618 号昆明大悦城购物中心 B1-006 号商铺,"102.706420,25.023530",102.70642,25.02353,昆明市,云南省,西山区,金碧街道,POINT (102.70642 25.02353)
360,成都环球中心,成都市高新区天府大道北段1700号新世纪环球购物中心负1层B1B02号,"104.063401,30.568744",104.063401,30.568744,成都市,四川省,武侯区,桂溪街道,POINT (104.063401 30.568744)
361,佛山奥园,佛山市南海区狮山镇博爱中路佛山奥园广场一层自编L1012、L1013、L1014号商铺,"113.006334,23.119870",113.006334,23.11987,佛山市,广东省,南海区,狮山镇,POINT (113.006334 23.11987)
362,合肥欢乐颂,庐阳区长丰路66号。,"117.258245,31.881805",117.258245,31.881805,合肥市,安徽省,庐阳区,亳州路街道,POINT (117.258245 31.881805)
363,济南环宇城,济南市市中区二环南路6638号中海环宇城B106-107室,"116.981814,36.612873",116.981814,36.612873,济南市,山东省,市中区,七贤街道,POINT (116.981814 36.612873)
364,成都龙泉驿都城,成都市龙泉驿区驿都中路898号驿都汇一层5号,"104.235438,30.570540",104.235438,30.57054,成都市,四川省,龙泉驿区,龙泉街道,POINT (104.235438 30.57054)
365,哈尔滨凯德餐厅,哈尔滨道里区埃德蒙顿路38号凯德广场一层,"126.593857,45.735308",126.593857,45.735308,哈尔滨市,黑龙江省,道里区,新华街道,POINT (126.593857 45.735308)
366,珠海龙珠达店,珠海市香洲区拱北昌盛路66号珠海市龙珠达国际酒店有限公司一楼102号商铺,"113.550544,22.216725",113.550544,22.216725,珠海市,广东省,香洲区,拱北街道,POINT (113.550544 22.216725)
367,长沙德思勤店,雨花区迎新路868号德思勤城市广场购物中心L1层22号商铺、L2层12号商铺。,"113.011304,28.111704",113.011304,28.111704,长沙市,湖南省,雨花区,井湾子街道,POINT (113.011304 28.111704)
368,上海九亭旭辉,上海市松江区九亭镇蒲汇路178弄九亭U天地购物中心1号楼1楼109、110、113、114 室1#1-05—06号商铺,"121.326250,31.139047",121.32625,31.139047,上海市,上海市,松江区,九亭镇,POINT (121.32625 31.139047)
369,青岛空港餐厅,青岛市城阳区长城南路首创空港国际中心35号楼104号1层,"120.393388,36.269479",120.393388,36.269479,青岛市,山东省,城阳区,流亭街道,POINT (120.393388 36.269479)
370,扬州吾悦广场,扬州市邗江区竹西路31号吾悦广场58-3栋1楼1019商铺,"119.463913,32.421098",119.463913,32.421098,扬州市,江苏省,邗江区,物流园区,POINT (119.463913 32.421098)
371,上海中原城市广场,上海市杨浦区国和路709号1101、1102室,"121.521334,31.315598",121.521334,31.315598,上海市,上海市,杨浦区,五角场镇,POINT (121.521334 31.315598)
372,青岛百盛餐厅,青岛市市南区中山路百盛大厦1层汉堡王,"120.313420,36.064032",120.31342,36.064032,青岛市,山东省,市南区,中山路街道,POINT (120.31342 36.064032)
373,金沙洲永旺,广东省广州市白云区沙凤三路1号、1号之一、1号之二永旺梦乐城广州金沙1层127号商铺,"113.194081,23.147189",113.194081,23.147189,广州市,广东省,白云区,金沙街道,POINT (113.194081 23.147189)
374,青岛胶州宝龙餐厅,胶州市福州路与扬州路交汇宝龙城市广场1号楼1007商铺,"120.027562,36.272083",120.027562,36.272083,青岛市,山东省,胶州市,三里河街道,POINT (120.027562 36.272083)
375,上海金桥餐厅,上海市浦东新区张杨路3611弄6号106、107、110室,"121.579408,31.255327",121.579408,31.255327,上海市,上海市,浦东新区,金杨新村街道,POINT (121.579408 31.255327)
376,邯郸天鸿餐厅,邯郸市联纺东路天鸿广场C座1层115号,"114.518960,36.626053",114.51896,36.626053,邯郸市,河北省,丛台区,苏曹乡,POINT (114.51896 36.626053)
377,良渚上亿,余杭区良渚街道逸盛路上亿广场1楼1006、1007、1009号商铺,"120.110795,30.378450",120.110795,30.37845,杭州市,浙江省,余杭区,良渚街道,POINT (120.110795 30.37845)
378,北京京投港餐厅,北京市房山区长政南街1号院1号楼京投港2F-15,"116.213265,39.763356",116.213265,39.763356,北京市,北京市,房山区,长阳镇,POINT (116.213265 39.763356)
379,重庆北城天街路,重庆市江北区北城天街路38号的“万汇·乐奇世界”商场【L1】层【21】号商铺,"106.531681,29.576249",106.531681,29.576249,重庆市,重庆市,江北区,观音桥街道,POINT (106.531681 29.576249)
380,汕头金湖路,汕头市金湖路95 号金紫世家商业楼101、127、128、201 号商铺,"116.697617,23.374875",116.697617,23.374875,汕头市,广东省,金平区,金砂街道,POINT (116.697617 23.374875)
381,北京斯普瑞斯奥莱,北京市朝阳区金盏乡森林公园斯普瑞斯奥特莱斯商城一期汉堡王,"116.596347,40.010802",116.596347,40.010802,北京市,北京市,朝阳区,金盏镇,POINT (116.596347 40.010802)
382,启东江海中路,江苏省启东市汇龙镇江海中路666号,"121.659006,31.811027",121.659006,31.811027,南通市,江苏省,启东市,汇龙镇,POINT (121.659006 31.811027)
383,云台路(亿丰广场),浦东新区云台路734号亿丰时代广场1楼109号商铺,"121.506875,31.163188",121.506875,31.163188,上海市,上海市,浦东新区,三林镇,POINT (121.506875 31.163188)
384,佛山印象城广场店,佛山市禅城区季华五路36号佛山.印象城广场C-01层27-28号,"113.121572,23.011050",113.121572,23.01105,佛山市,广东省,禅城区,石湾镇街道,POINT (113.121572 23.01105)
385,营口万达店,营口市站前区市府路南1营口万达广场1001/2001A,"122.235626,40.664309",122.235626,40.664309,营口市,辽宁省,站前区,建丰街道,POINT (122.235626 40.664309)
386,长沙五矿,湖南省长沙市开福区福元西路508号1030-1035、1049-1056号铺,"113.012993,28.249997",113.012993,28.249997,长沙市,湖南省,开福区,浏阳河街道,POINT (113.012993 28.249997)
387,广州中山大道中路（曼城广场）,广州市天河区中山大道中1242 号漫广场（M•Park）一层 L1-118铺,"113.425422,23.112592",113.425422,23.112592,广州市,广东省,天河区,前进街道,POINT (113.425422 23.112592)
388,大连悦荟广场,大连悦荟广场辽宁省大连市西岗区中山路291号悦荟广场汉堡王餐厅,"121.608735,38.910874",121.608735,38.910874,大连市,辽宁省,西岗区,人民广场街道,POINT (121.608735 38.910874)
389,嘉峪关名嘉汇店,甘肃省嘉峪关市建设西路1306号名嘉汇时尚中心1层,"98.265891,39.780000",98.265891,39.78,嘉峪关市,甘肃省,[],雄关区,POINT (98.265891 39.78)
390,广州凯德店,广州市白云区云城西路890号凯德广场.云尚B2层38号,"113.269397,23.181915",113.269397,23.181915,广州市,广东省,白云区,三元里街道,POINT (113.269397 23.181915)
391,天津仁恒海河,天津市南开区东马路131号1-01/1-02,"117.192376,39.138529",117.192376,39.138529,天津市,天津市,南开区,鼓楼街道,POINT (117.192376 39.138529)
392,珠海吉大书城,珠海市吉大景乐路36号珠海市吉大书城内一层101号、二层201号商铺,"113.578750,22.252136",113.57875,22.252136,珠海市,广东省,香洲区,吉大街道,POINT (113.57875 22.252136)
393,北京石景山喜隆多 新国际购物中心,北京市石景山区阜石路300号喜隆多新国际购物中心二层241号,"116.172028,39.923174",116.172028,39.923174,北京市,北京市,石景山区,古城街道,POINT (116.172028 39.923174)
394,西安盈樾国际店,西安市高新区锦业路36号旗远锦上二期4号楼1层30301,"108.874359,34.193077",108.874359,34.193077,西安市,陕西省,雁塔区,丈八沟街道,POINT (108.874359 34.193077)
395,深圳富安街(平湖熙璟城),深圳市龙岗区平湖社区富安街100号,"114.135590,22.682509",114.13559,22.682509,深圳市,广东省,龙岗区,平湖街道,POINT (114.13559 22.682509)
396,金沙洲沙田中心,佛山市南海区里水镇里广路9号沙田中心B区首层L121、123号,"113.205162,23.177906",113.205162,23.177906,佛山市,广东省,南海区,里水镇,POINT (113.205162 23.177906)
397,广州曜一城,广州市天河北路711-713 号一层商铺,"113.343039,23.141732",113.343039,23.141732,广州市,广东省,天河区,石牌街道,POINT (113.343039 23.141732)
398,上海莘庄1仲盛店,上海市闵行区莘庄都市路5001号地下一层BF18B-19商铺,"121.386481,31.107453",121.386481,31.107453,上海市,上海市,闵行区,莘庄镇,POINT (121.386481 31.107453)
399,长春赛特奥莱店,长春市净月开发区远洋戛纳小镇销品摩尔项目第一座101号房长春赛特奥特莱斯购物中心M楼C-011、C-012号,"125.447021,43.767456",125.447021,43.767456,长春市,吉林省,南关区,玉潭镇,POINT (125.447021 43.767456)
400,北京远洋未来汇,北京市，朝阳区慈云寺北里209号楼,"116.492110,39.915977",116.49211,39.915977,北京市,北京市,朝阳区,八里庄街道,POINT (116.49211 39.915977)
401,昆明七彩Me Town购物中心,云南省昆明市盘龙区白塔路399号七彩ME TOWN购物中心1-06,"102.726715,25.048341",102.726715,25.048341,昆明市,云南省,盘龙区,鼓楼街道,POINT (102.726715 25.048341)
402,武汉同学广场,武汉市洪山区民族大道219号同学广场底层,"114.396448,30.489305",114.396448,30.489305,武汉市,湖北省,洪山区,关东街道,POINT (114.396448 30.489305)
403,烟台开发区万达店,山东省烟台市经济技术开发区淮河路2号1039号商铺,"121.255869,37.545294",121.255869,37.545294,烟台市,山东省,福山区,福莱山街道,POINT (121.255869 37.545294)
404,广州正佳店,广州市天河区天河路228号自编号3F-3A013-017/3G006,"113.327962,23.132831",113.327962,23.132831,广州市,广东省,天河区,天河南街道,POINT (113.327962 23.132831)
405,无锡阳光广场,江苏省无锡市梁溪区红星路229-37、229-38、229-39商铺,"120.294887,31.562851",120.294887,31.562851,无锡市,江苏省,梁溪区,迎龙桥街道,POINT (120.294887 31.562851)
406,清扬路茂业天地B1层店,无锡市清扬路128号茂业天地B1层,"120.308549,31.549813",120.308549,31.549813,无锡市,江苏省,梁溪区,扬名街道,POINT (120.308549 31.549813)
407,南京圣汤大道,江苏省南京市江宁区圣汤大道99号3楼,"119.052625,32.028455",119.052625,32.028455,南京市,江苏省,江宁区,汤山街道,POINT (119.052625 32.028455)
408,重庆前进路,重庆市九龙坡区杨家坪前进支路力扬购物中心（杨馨酒店旁）,"106.512802,29.508581",106.512802,29.508581,重庆市,重庆市,九龙坡区,杨家坪街道,POINT (106.512802 29.508581)
409,北京新港商城,北京市朝阳区酒仙桥路甲16号新港商业A1-1号,"116.490825,39.971521",116.490825,39.971521,北京市,北京市,朝阳区,将台镇,POINT (116.490825 39.971521)
410,盐城凤凰广场,江苏省盐城市世纪大道611号凤凰文化广场1301号铺,"120.155150,33.345527",120.15515,33.345527,盐城市,江苏省,盐都区,新都街道,POINT (120.15515 33.345527)
411,宁波天一店,宁波海曙区药行街152号天一广场酷购A区第一/二层21F1048室。,"121.552290,29.868451",121.55229,29.868451,宁波市,浙江省,海曙区,江厦街道,POINT (121.55229 29.868451)
412,南昌铜锣湾广场店,江西省南昌市红谷滩新区庐山南大道369号铜锣湾广场T16购物中心负一楼02号商铺,"115.868230,28.700382",115.86823,28.700382,南昌市,江西省,东湖区,凤凰洲管理处,POINT (115.86823 28.700382)
413,苏州星海地铁Bingo126,苏州市工业园区星海街与苏州大道西交叉口轨道交通地铁一号线星海广场站地下一层商业空间物业A区商业空间 A10、A11、A12、A46号及B区B41号商铺,"120.672630,31.316329",120.67263,31.316329,苏州市,江苏省,苏州工业园区,娄葑街道,POINT (120.67263 31.316329)
414,吉林财富广场,吉林省吉林市昌邑区吉林大街173号吉林财富广场一楼商业街15号,"126.567307,43.846912",126.567307,43.846912,吉林市,吉林省,昌邑区,吉林东市商贸示范区,POINT (126.567307 43.846912)
415,密云万象汇,北京市密云区滨河路178号一层L134,"116.835341,40.355731",116.835341,40.355731,北京市,北京市,密云区,鼓楼街道,POINT (116.835341 40.355731)
416,青岛城阳宝龙餐厅,青岛市城阳区崇阳路510号宝龙广场1号楼638号商铺,"120.393935,36.295521",120.393935,36.295521,青岛市,山东省,城阳区,城阳街道,POINT (120.393935 36.295521)
417,深圳坪山店,深圳市坪山新区坑梓街道翠景路56号嘉邻中心L139号,"114.383768,22.731160",114.383768,22.73116,深圳市,广东省,坪山区,坑梓街道,POINT (114.383768 22.73116)
418,北京珠江摩尔,北京市昌平区北清路1号珠江摩尔国际6号楼1F商铺,"116.289425,40.098442",116.289425,40.098442,北京市,北京市,昌平区,史各庄街道,POINT (116.289425 40.098442)
419,武汉张之洞路（南国首义汇）,武汉市武昌区张之洞路151号A-L1-037商铺。,"114.304452,30.535057",114.304452,30.535057,武汉市,湖北省,武昌区,黄鹤楼街街道,POINT (114.304452 30.535057)
420,青岛黑龙江路万科餐厅,青岛市市北区黑龙江南路2号,"120.392608,36.110832",120.392608,36.110832,青岛市,山东省,市北区,河西街道,POINT (120.392608 36.110832)
421,杭州东方电子商务园,杭州市江干区九盛路9号A06幢109室,"120.259315,30.309389",120.259315,30.309389,杭州市,浙江省,江干区,九堡街道,POINT (120.259315 30.309389)
422,北京长阳万科,北京市房山区长阳镇中粮万科半岛广场一层,"116.211551,39.753936",116.211551,39.753936,北京市,北京市,房山区,长阳镇,POINT (116.211551 39.753936)
423,福海国际店,北京市丰台区南苑路5号大红门福海国际大厦一层,"116.398760,39.854742",116.39876,39.854742,北京市,北京市,丰台区,南苑乡,POINT (116.39876 39.854742)
424,重庆巴南万达广场,重庆市巴南区渝南大道297号万达广场1B层036号商铺,"106.544022,29.398865",106.544022,29.398865,重庆市,重庆市,巴南区,龙洲湾街道,POINT (106.544022 29.398865)
425,北京凯德大峡谷,北京市丰台区南三环西路16号1号楼凯德大峡谷5层01A,"116.366225,39.854308",116.366225,39.854308,北京市,北京市,丰台区,马家堡街道,POINT (116.366225 39.854308)
426,常熟星光天地商业中心店,江苏省常熟市闽江东路9号常客隆星光天地商业广场1楼01-07商铺,"120.775655,31.666706",120.775655,31.666706,苏州市,江苏省,常熟市,琴川街道,POINT (120.775655 31.666706)
427,深圳龙岗坪地,深圳市龙岗区坪地街道龙岗大道3018号宜城购物广场A 区一楼01A号铺位,"114.306285,22.768091",114.306285,22.768091,深圳市,广东省,龙岗区,坪地街道,POINT (114.306285 22.768091)
428,北京未来域餐厅,北京市朝阳区管庄路150号院1号楼1层0113,"116.590325,39.921908",116.590325,39.921908,北京市,北京市,朝阳区,常营镇,POINT (116.590325 39.921908)
429,上海月星,上海市普陀区中山北路3300号地下一层B1167-B1168,"121.412595,31.232962",121.412595,31.232962,上海市,上海市,普陀区,长风新村街道,POINT (121.412595 31.232962)
430,烟台振华店,山东省烟台市芝罘区南大街178号振华国际广场一层,"121.380528,37.542252",121.380528,37.542252,烟台市,山东省,芝罘区,毓璜顶街道,POINT (121.380528 37.542252)
431,常州九洲新世界店,天宁区劳动中路与兰陵路交汇处九洲新世界广场B1 - 034、L1 - 073号商铺。,"119.953086,31.765724",119.953086,31.765724,常州市,江苏省,天宁区,兰陵街道,POINT (119.953086 31.765724)
432,大连新星国际餐厅,辽宁省大连市中山区一德街20号2号楼1-6号,"121.642100,38.919450",121.6421,38.91945,大连市,辽宁省,中山区,青泥洼桥街道,POINT (121.6421 38.91945)
433,上海金虹桥,上海市长宁区茅台路179号金虹桥国际购物中心LG2010、LG2010A。,"121.401898,31.208722",121.401898,31.208722,上海市,上海市,长宁区,天山路街道,POINT (121.401898 31.208722)
434,青岛金茂湾餐厅,青岛市市南区四川路23号金茂湾购物中心一楼L114商铺,"120.300973,36.066117",120.300973,36.066117,青岛市,山东省,市南区,云南路街道,POINT (120.300973 36.066117)
